paidwork,lwage,men,malay,chinese,indian,age,agesq,gexpr,gexprsq,yprim,ysec,fail,urban,unearn,househ,amtland,unearnx
0,0,0,1,0,0,23,5.29,11,1.21,6,0,0,0,0,.07,0,0
0,0,0,1,0,0,42,17.639999,32,10.24,4,0,0,0,0,.07,0,1
0,0,0,1,0,0,18,3.24,3,.090000004,6,3,0,0,0,.07,0,1
0,0,0,1,0,0,15,2.25,1,.0099999998,6,2,0,0,0,.07,0,1
0,0,0,1,0,0,36,12.96,30,9,0,0,0,0,0,.07,0,1
0,0,0,1,0,0,18,3.24,2,.039999999,6,4,0,0,0,.07,0,1
0,0,0,1,0,0,19,3.6099999,3,.090000004,6,4,0,0,0,.07,0,1
0,0,0,1,0,0,28,7.8400002,17,2.8900001,5,0,0,0,.0088,.07,0,0
0,0,0,1,0,0,30,9,13,1.6900001,6,5,1,0,0,.07,0,1
0,0,0,1,0,0,47,22.09,41,16.809999,0,0,0,0,.0099999998,.07,0,0
1,.36078954,0,0,1,0,23,5.29,6,.36000001,6,5,0,0,.0099999998,.07,0,0
0,0,0,1,0,0,32,10.24,17,2.8900001,6,3,1,0,0,.07,0,0
0,0,0,1,0,0,31,9.6099997,20,4,5,0,0,0,0,.07,0,0
0,0,0,1,0,0,33,10.89,21,4.4099998,6,0,0,0,0,.07,0,1
1,-.29153565,0,1,0,0,38,14.44,32,10.24,0,0,0,0,0,.07,0,0
0,0,0,1,0,0,35,12.25,29,8.4099998,0,0,0,0,.0049999999,.07,0,0
0,0,0,1,0,0,25,6.25,10,1,6,3,1,0,0,.07,0,0
0,0,0,1,0,0,30,9,24,5.7600002,0,0,0,0,0,.07,0,0
0,0,0,1,0,0,26,6.7600002,14,1.96,6,0,0,0,.036400001,.12,0,0
0,0,0,1,0,0,23,5.29,9,.81,6,2,0,0,0,.12,0,1
1,.1986707,0,1,0,0,23,5.29,6,.36000001,6,5,0,0,0,.12,0,1
1,-.26781911,0,1,0,0,27,7.29,15,2.25,6,0,0,0,0,.12,0,1
0,0,0,1,0,0,36,12.96,21,4.4099998,6,3,0,0,.0144,0,0,0
0,0,0,1,0,0,17,2.8900001,2,.039999999,6,3,1,0,.0144,0,0,0
0,0,0,1,0,0,34,11.56,28,7.8400002,0,0,0,0,0,0,0,1
0,0,0,1,0,0,29,8.4099998,17,2.8900001,6,0,0,0,0,.12,0,1
0,0,0,1,0,0,33,10.89,21,4.4099998,6,0,0,0,0,.12,0,0
0,0,0,1,0,0,30,9,13,1.6900001,6,5,0,0,0,0,0,1
1,.13590838,0,1,0,0,24,5.7600002,5,.25,6,7,0,0,0,.12,.1,0
0,0,0,1,0,0,21,4.4099998,4,.16,6,5,0,0,0,.12,.1,0
0,0,0,0,1,0,28,7.8400002,13,1.6900001,6,3,0,0,.035999998,0,0,0
0,0,0,1,0,0,32,10.24,20,4,6,0,0,0,0,.12,0,1
0,0,0,1,0,0,16,2.5599999,4,.16,6,0,0,0,0,.12,0,1
0,0,0,1,0,0,27,7.29,21,4.4099998,0,0,0,0,0,.12,.60000002,0
0,0,0,1,0,0,29,8.4099998,17,2.8900001,6,0,0,0,0,.12,0,0
0,0,0,1,0,0,51,26.01,45,20.25,0,0,0,0,0,.12,0,0
0,0,0,1,0,0,28,7.8400002,19,3.6099999,3,0,0,0,0,.12,0,0
0,0,0,1,0,0,23,5.29,12,1.4400001,5,0,0,0,0,0,.30000001,0
0,0,0,1,0,0,35,12.25,23,5.29,6,0,0,0,.035500001,0,0,0
0,0,0,1,0,0,16,2.5599999,0,0,6,4,0,0,.035500001,0,0,0
0,0,0,1,0,0,28,7.8400002,16,2.5599999,6,0,0,0,0,.12,0,1
0,0,0,1,0,0,60,36,54,29.16,0,0,0,0,0,.12,0,1
0,0,0,1,0,0,34,11.56,28,7.8400002,0,0,0,0,0,.12,0,0
0,0,0,1,0,0,34,11.56,22,4.8400002,6,0,0,0,0,.12,0,0
0,0,0,1,0,0,28,7.8400002,16,2.5599999,6,0,0,0,0,0,0,1
0,0,0,1,0,0,21,4.4099998,10,1,5,0,0,0,0,0,0,1
0,0,0,1,0,0,22,4.8400002,7,.49000001,6,3,0,0,0,0,0,0
0,0,0,1,0,0,23,5.29,11,1.21,6,0,0,0,0,0,0,0
0,0,0,1,0,0,27,7.29,10,1,6,5,1,0,0,0,0,1
0,0,0,1,0,0,37,13.69,25,6.25,6,0,0,0,.13,.12,0,0
0,0,0,1,0,0,16,2.5599999,1,.0099999998,6,3,0,0,.13,.12,0,0
0,0,0,1,0,0,22,4.8400002,13,1.6900001,3,0,0,0,.13,.12,0,0
0,0,0,1,0,0,43,18.49,31,9.6099997,6,0,0,0,0,.12,.2,0
0,0,0,1,0,0,17,2.8900001,1,.0099999998,6,4,0,0,0,.12,.2,0
0,0,0,1,0,0,20,4,1,.0099999998,6,7,0,0,0,.12,.2,0
1,1.4106116,0,1,0,0,28,7.8400002,11,1.21,6,5,0,0,.13,.12,0,0
0,0,0,1,0,0,17,2.8900001,6,.36000001,5,0,0,0,0,0,0,1
0,0,0,1,0,0,29,8.4099998,18,3.24,5,0,0,0,0,.12,0,1
0,0,0,1,0,0,22,4.8400002,11,1.21,5,0,0,0,0,.12,0,1
0,0,0,1,0,0,34,11.56,22,4.8400002,6,0,0,0,.0034,.25,0,0
0,0,0,1,0,0,35,12.25,25,6.25,4,0,0,0,0,.25,0,1
0,0,0,1,0,0,17,2.8900001,2,.039999999,6,3,1,0,0,.25,0,1
0,0,0,1,0,0,31,9.6099997,16,2.5599999,6,3,1,0,0,.25,0,1
0,0,0,1,0,0,26,6.7600002,11,1.21,6,3,1,0,0,.25,0,1
0,0,0,1,0,0,42,17.639999,36,12.96,0,0,0,0,0,.25,0,1
0,0,0,1,0,0,36,12.96,24,5.7600002,6,0,0,0,0,.25,0,1
0,0,0,1,0,0,16,2.5599999,0,0,6,4,0,0,0,.25,0,1
0,0,0,1,0,0,27,7.29,12,1.4400001,6,3,1,0,0,.25,0,1
0,0,0,1,0,0,31,9.6099997,19,3.6099999,6,0,0,0,0,.25,0,1
0,0,0,1,0,0,37,13.69,28,7.8400002,3,0,0,0,0,.25,0,1
0,0,0,1,0,0,37,13.69,28,7.8400002,3,0,0,0,0,.25,0,1
0,0,0,1,0,0,18,3.24,1,.0099999998,6,5,0,0,0,.25,0,1
0,0,0,1,0,0,27,7.29,15,2.25,6,0,0,0,0,.25,0,1
0,0,0,1,0,0,39,15.21,27,7.29,6,0,0,0,0,.25,0,1
0,0,0,1,0,0,18,3.24,0,0,6,6,0,0,0,.25,0,1
0,0,0,1,0,0,46,21.16,38,14.44,2,0,0,0,0,.25,.44999999,0
0,0,0,1,0,0,27,7.29,15,2.25,6,0,0,0,.1,.25,.34999999,0
0,0,0,1,0,0,25,6.25,8,.63999999,6,5,0,0,.1,.25,.34999999,0
0,0,0,1,0,0,36,12.96,28,7.8400002,2,0,0,0,0,.25,0,1
0,0,0,1,0,0,15,2.25,1,.0099999998,6,2,0,0,0,.25,0,1
0,0,0,1,0,0,33,10.89,24,5.7600002,3,0,0,0,.0099999998,.25,0,0
0,0,0,1,0,0,39,15.21,30,9,3,0,0,0,0,.25,0,0
0,0,0,1,0,0,15,2.25,0,0,6,4,0,0,0,.25,0,0
0,0,0,1,0,0,18,3.24,1,.0099999998,6,5,0,0,0,.25,0,0
0,0,0,1,0,0,32,10.24,20,4,6,0,0,0,.079999998,.25,.40000001,0
0,0,0,1,0,0,15,2.25,2,.039999999,6,1,0,0,.079999998,.25,.40000001,0
0,0,0,1,0,0,40,16,34,11.56,0,0,0,0,0,.25,0,0
0,0,0,1,0,0,29,8.4099998,17,2.8900001,6,0,0,0,0,.25,0,1
0,0,0,1,0,0,34,11.56,25,6.25,3,0,0,0,0,.25,0,0
0,0,0,1,0,0,19,3.6099999,7,.49000001,6,0,0,0,0,0,0,1
1,.073107474,0,1,0,0,19,3.6099999,5,.25,6,2,0,0,0,.25,.1,0
0,0,0,1,0,0,32,10.24,26,6.7600002,0,0,0,0,0,.25,.1,0
0,0,0,1,0,0,36,12.96,25,6.25,5,0,0,0,0,.25,1,0
0,0,0,1,0,0,43,18.49,31,9.6099997,6,0,0,0,.0033,.25,.029999999,0
0,0,0,1,0,0,19,3.6099999,2,.039999999,6,5,0,0,.0033,.25,.029999999,0
0,0,0,1,0,0,29,8.4099998,14,1.96,6,3,0,0,0,.25,1,0
0,0,0,1,0,0,31,9.6099997,19,3.6099999,6,0,0,0,0,.25,.029999999,0
0,0,0,1,0,0,21,4.4099998,9,.81,6,0,0,0,0,0,0,1
0,0,0,1,0,0,27,7.29,21,4.4099998,0,0,0,0,0,.25,.029999999,0
0,0,0,1,0,0,32,10.24,20,4,6,0,0,0,0,.25,0,1
0,0,0,1,0,0,15,2.25,1,.0099999998,6,2,0,0,0,.25,0,1
0,0,0,1,0,0,55,30.25,49,24.01,0,0,0,0,0,.25,0,1
0,0,0,1,0,0,42,17.639999,30,9,6,0,0,0,0,.25,.029999999,0
0,0,0,1,0,0,17,2.8900001,1,.0099999998,6,4,0,0,0,.25,.029999999,0
0,0,0,1,0,0,33,10.89,27,7.29,0,0,0,0,0,.25,0,1
0,0,0,1,0,0,26,6.7600002,9,.81,6,5,0,0,0,.25,0,1
0,0,0,1,0,0,33,10.89,18,3.24,6,3,0,0,0,0,0,1
1,1.0539367,0,1,0,0,35,12.25,23,5.29,6,0,0,0,0,.2,1.1,0
0,0,0,1,0,0,36,12.96,24,5.7600002,6,0,0,0,0,.2,.30000001,0
0,0,0,1,0,0,55,30.25,49,24.01,0,0,0,0,0,.2,.050000001,0
0,0,0,1,0,0,47,22.09,41,16.809999,0,0,0,0,0,0,0,0
0,0,0,1,0,0,23,5.29,6,.36000001,6,5,0,0,0,.2,0,0
0,0,0,1,0,0,49,24.01,39,15.21,4,0,0,0,0,.2,0,0
0,0,0,1,0,0,42,17.639999,30,9,6,0,0,0,0,.2,.5,0
1,1.0051465,0,1,0,0,38,14.44,27,7.29,5,0,0,0,0,.2,0,1
0,0,0,1,0,0,40,16,28,7.8400002,6,0,0,0,0,.2,0,1
0,0,0,1,0,0,36,12.96,24,5.7600002,6,0,0,0,0,0,0,1
0,0,0,1,0,0,34,11.56,25,6.25,3,0,0,0,0,.2,0,1
0,0,0,1,0,0,45,20.25,39,15.21,0,0,0,0,0,.2,0,1
0,0,0,1,0,0,32,10.24,22,4.8400002,4,0,0,0,0,.2,0,0
0,0,0,1,0,0,25,6.25,8,.63999999,6,5,0,0,0,.2,0,0
0,0,0,1,0,0,39,15.21,31,9.6099997,2,0,0,0,0,.2,0,1
0,0,0,1,0,0,39,15.21,28,7.8400002,5,0,0,0,0,.2,0,0
0,0,0,1,0,0,28,7.8400002,16,2.5599999,6,0,0,0,0,.1,0,1
0,0,0,1,0,0,20,4,12,1.4400001,2,0,0,0,0,.1,0,1
0,0,0,1,0,0,43,18.49,37,13.69,0,0,0,0,0,.1,0,1
0,0,0,1,0,0,50,25,44,19.360001,0,0,0,0,0,.1,0,0
0,0,0,1,0,0,16,2.5599999,2,.039999999,6,2,0,0,0,.1,0,0
0,0,0,1,0,0,30,9,18,3.24,6,0,0,0,.00060000003,.1,.050000001,0
0,0,0,1,0,0,38,14.44,29,8.4099998,3,0,0,0,0,.1,1,0
0,0,0,1,0,0,39,15.21,28,7.8400002,5,0,0,0,0,.1,1.3,0
0,0,0,1,0,0,20,4,3,.090000004,6,5,0,0,0,.1,1.3,0
0,0,0,1,0,0,18,3.24,1,.0099999998,6,5,0,0,0,.1,1.3,0
0,0,0,1,0,0,31,9.6099997,19,3.6099999,6,0,0,0,.014,.1,1,0
0,0,0,1,0,0,49,24.01,40,16,3,0,0,0,0,.1,0,0
0,0,0,1,0,0,28,7.8400002,16,2.5599999,6,0,0,0,0,.1,0,0
0,0,0,1,0,0,18,3.24,9,.81,3,0,0,0,0,.1,0,0
0,0,0,1,0,0,27,7.29,12,1.4400001,6,3,0,0,0,0,0,1
0,0,0,1,0,0,27,7.29,10,1,6,5,0,0,.001,0,0,0
0,0,0,1,0,0,24,5.7600002,13,1.6900001,5,0,0,0,0,.1,.30000001,0
0,0,0,1,0,0,44,19.360001,38,14.44,0,0,0,0,0,.1,.30000001,0
0,0,0,1,0,0,19,3.6099999,4,.16,6,3,1,0,0,.1,.30000001,0
0,0,0,1,0,0,32,10.24,23,5.29,3,0,0,0,0,.1,.89999998,0
1,1.6740215,0,1,0,0,40,16,25,6.25,6,3,0,0,0,.1,.029999999,0
0,0,0,1,0,0,22,4.8400002,5,.25,6,5,0,0,0,.1,.029999999,0
1,1.2448194,0,1,0,0,33,10.89,14,1.96,6,7,0,0,0,0,.2,0
0,0,0,1,0,0,19,3.6099999,4,.16,6,3,0,0,0,0,0,0
0,0,0,1,0,0,38,14.44,29,8.4099998,3,0,0,0,0,0,0,1
0,0,0,1,0,0,15,2.25,1,.0099999998,6,2,0,0,0,0,0,1
0,0,0,1,0,0,60,36,54,29.16,0,0,0,0,0,0,0,1
0,0,0,1,0,0,45,20.25,31,9.6099997,6,2,0,0,0,0,0,1
0,0,0,1,0,0,37,13.69,22,4.8400002,6,3,0,0,0,0,.60000002,0
1,.54137349,0,1,0,0,21,4.4099998,2,.039999999,6,7,1,0,0,0,0,0
0,0,0,1,0,0,39,15.21,33,10.89,0,0,0,0,0,.1,.050000001,0
0,0,0,1,0,0,47,22.09,39,15.21,2,0,0,0,0,.1,.050000001,0
1,.36078954,0,1,0,0,47,22.09,38,14.44,3,0,0,0,0,.1,.30000001,0
0,0,0,1,0,0,21,4.4099998,4,.16,6,5,0,0,0,.1,.30000001,0
1,1.108004,0,1,0,0,32,10.24,15,2.25,6,5,0,0,0,0,0,0
0,0,0,1,0,0,65,42.25,59,34.810001,0,0,0,0,0,0,0,0
1,.17846799,0,1,0,0,17,2.8900001,2,.039999999,6,3,1,0,0,0,0,0
0,0,0,0,0,1,32,10.24,20,4,6,0,0,0,0,0,0,0
0,0,0,1,0,0,40,16,23,5.29,6,5,0,0,0,0,0,1
0,0,0,0,1,0,29,8.4099998,18,3.24,5,0,0,0,0,0,0,1
0,0,0,0,1,0,22,4.8400002,5,.25,6,5,1,0,0,0,0,1
0,0,0,0,0,1,34,11.56,17,2.8900001,6,5,0,0,0,0,0,0
0,0,0,0,0,1,28,7.8400002,13,1.6900001,6,3,1,0,0,.80000001,0,0
0,0,0,0,0,1,58,33.639999,49,24.01,3,0,0,0,0,.80000001,0,0
0,0,0,0,0,1,17,2.8900001,2,.039999999,6,3,0,0,0,.80000001,0,0
0,0,0,0,1,0,32,10.24,20,4,6,0,0,0,.050000001,.80000001,0,0
0,0,0,0,1,0,40,16,28,7.8400002,6,0,0,0,0,.80000001,0,1
0,0,0,0,1,0,15,2.25,2,.039999999,6,1,0,0,0,.80000001,0,1
0,0,0,0,1,0,40,16,28,7.8400002,6,0,0,0,0,0,0,0
0,0,0,0,1,0,35,12.25,18,3.24,6,5,0,0,0,.80000001,0,1
1,1.1817701,0,0,0,1,34,11.56,19,3.6099999,6,3,0,0,0,.80000001,0,1
1,.46615005,0,0,0,1,34,11.56,19,3.6099999,6,3,0,0,0,0,0,0
0,0,0,0,0,1,62,38.439999,52,27.040001,4,0,0,0,0,0,0,0
1,-.40931869,0,0,0,1,29,8.4099998,14,1.96,6,3,0,0,0,0,0,0
1,-.055146866,0,0,0,1,24,5.7600002,8,.63999999,6,4,0,0,0,0,0,0
0,0,0,0,0,1,26,6.7600002,12,1.4400001,6,2,0,0,0,0,0,1
0,0,0,0,0,1,41,16.809999,29,8.4099998,6,0,0,0,0,0,0,0
0,0,0,0,0,1,41,16.809999,27,7.29,6,2,0,0,.264,.80000001,0,0
0,0,0,0,0,1,15,2.25,2,.039999999,6,1,0,0,.264,.80000001,0,0
0,0,0,0,0,1,23,5.29,4,.16,6,7,0,0,.264,.80000001,0,0
1,1.5887772,0,0,0,1,35,12.25,18,3.24,6,5,0,0,.1005,0,0,0
0,0,0,0,0,1,24,5.7600002,5,.25,6,7,0,0,.1005,0,0,0
0,0,0,0,0,1,49,24.01,34,11.56,6,3,0,0,.23999999,.80000001,.1,0
0,0,0,0,0,1,15,2.25,1,.0099999998,6,2,0,0,.23999999,.80000001,.1,0
0,0,0,0,0,1,20,4,1,.0099999998,6,7,0,0,.23999999,.80000001,.1,0
1,1.7892383,0,0,1,0,27,7.29,7,.49000001,6,8,0,0,0,1.2,0,1
0,0,0,0,1,0,61,37.209999,55,30.25,0,0,0,0,0,1.2,0,1
0,0,0,0,1,0,17,2.8900001,2,.039999999,6,3,0,0,0,1.2,0,1
0,0,0,0,1,0,16,2.5599999,2,.039999999,6,2,0,0,0,1.2,0,1
0,0,0,0,1,0,16,2.5599999,2,.039999999,6,2,0,0,0,1.2,0,1
0,0,0,1,0,0,31,9.6099997,19,3.6099999,6,0,0,0,.001,0,0,0
0,0,0,1,0,0,34,11.56,22,4.8400002,6,0,0,0,0,.40000001,0,1
0,0,0,0,1,0,32,10.24,15,2.25,6,5,0,0,0,.40000001,0,1
0,0,0,0,1,0,46,21.16,40,16,0,0,0,0,0,.40000001,0,1
0,0,0,0,1,0,20,4,8,.63999999,6,0,0,0,0,.40000001,0,1
0,0,0,0,1,0,41,16.809999,35,12.25,0,0,0,0,0,.40000001,0,0
0,0,0,0,1,0,29,8.4099998,17,2.8900001,6,0,0,0,0,.44999999,0,0
0,0,0,0,1,0,49,24.01,43,18.49,0,0,0,0,0,.44999999,0,0
0,0,0,0,1,0,17,2.8900001,1,.0099999998,6,4,0,0,0,.44999999,0,0
0,0,0,0,1,0,15,2.25,1,.0099999998,6,2,0,0,0,.44999999,0,0
0,0,0,1,0,0,41,16.809999,29,8.4099998,6,0,0,0,0,.44999999,0,0
0,0,0,1,0,0,20,4,1,.0099999998,6,7,1,0,0,.44999999,0,0
0,0,0,1,0,0,46,21.16,38,14.44,2,0,0,0,0,.44999999,0,0
1,-.19622546,0,1,0,0,20,4,3,.090000004,6,5,0,0,0,.44999999,0,1
1,-.44568631,0,1,0,0,18,3.24,1,.0099999998,6,5,0,0,0,.44999999,.039999999,0
0,0,0,1,0,0,47,22.09,38,14.44,3,0,0,0,0,.44999999,.039999999,0
0,0,0,1,0,0,19,3.6099999,2,.039999999,6,5,0,0,0,.44999999,.039999999,0
0,0,0,1,0,0,39,15.21,27,7.29,6,0,0,0,0,0,0,1
1,1.0129287,0,0,0,1,31,9.6099997,14,1.96,6,5,0,0,.156,0,0,0
0,0,0,1,0,0,50,25,44,19.360001,0,0,0,1,0,.89999998,0,0
1,.46615005,0,0,0,1,21,4.4099998,4,.16,6,5,0,1,0,.89999998,0,0
0,0,0,0,1,0,32,10.24,24,5.7600002,2,0,0,1,0,.89999998,0,1
1,.40161154,0,1,0,0,26,6.7600002,9,.81,6,5,1,1,0,.89999998,0,0
0,0,0,1,0,0,58,33.639999,52,27.040001,0,0,0,1,0,.89999998,0,0
1,.33939835,0,1,0,0,21,4.4099998,4,.16,6,5,1,1,0,.89999998,0,0
1,-.098164245,0,1,0,0,18,3.24,1,.0099999998,6,5,0,1,0,.89999998,0,0
0,0,0,0,1,0,37,13.69,25,6.25,6,0,0,1,0,1.5,0,0
0,0,0,0,1,0,15,2.25,2,.039999999,6,1,0,1,0,1.5,0,0
0,0,0,0,1,0,61,37.209999,51,26.01,4,0,0,1,0,1.5,0,0
0,0,0,0,1,0,31,9.6099997,16,2.5599999,6,3,1,1,0,0,0,1
1,.55576223,0,0,1,0,38,14.44,21,4.4099998,6,5,1,1,0,0,0,1
1,.55576223,0,0,1,0,48,23.040001,36,12.96,6,0,0,1,0,0,0,1
1,.39913934,0,0,1,0,20,4,3,.090000004,6,5,1,1,0,0,0,1
1,.18154965,0,0,1,0,19,3.6099999,4,.16,6,3,1,1,0,0,0,1
0,0,0,0,1,0,17,2.8900001,2,.039999999,6,3,0,1,0,0,0,1
0,0,0,0,1,0,16,2.5599999,2,.039999999,6,2,0,1,0,0,0,1
0,0,0,0,1,0,21,4.4099998,4,.16,6,5,1,1,0,0,0,1
1,1.3824408,0,0,1,0,36,12.96,24,5.7600002,6,0,0,1,0,1,0,1
1,-.85115141,0,0,0,1,26,6.7600002,11,1.21,6,3,1,1,0,0,0,1
0,0,0,0,0,1,55,30.25,49,24.01,0,0,0,1,0,0,0,1
0,0,0,0,0,1,39,15.21,26,6.7600002,6,1,0,1,0,1,0,1
0,0,0,0,0,1,57,32.490002,47,22.09,4,0,0,1,0,1,0,1
1,.30630136,0,0,0,1,29,8.4099998,12,1.4400001,6,5,0,1,0,1,0,1
0,0,0,0,1,0,37,13.69,25,6.25,6,0,0,1,0,0,0,0
0,0,0,0,1,0,42,17.639999,36,12.96,0,0,0,1,0,0,0,1
0,0,0,0,1,0,19,3.6099999,3,.090000004,6,4,0,1,0,0,0,1
0,0,0,0,1,0,25,6.25,10,1,6,3,1,1,.161,.64999998,0,0
0,0,0,0,1,0,58,33.639999,52,27.040001,0,0,0,1,.161,.64999998,0,0
1,-.96394694,0,0,1,0,29,8.4099998,14,1.96,6,3,1,1,0,0,0,0
1,-.96394694,0,0,1,0,32,10.24,20,4,6,0,0,1,0,0,0,0
0,0,0,0,1,0,58,33.639999,49,24.01,3,0,0,1,0,0,0,0
0,0,0,0,1,0,30,9,18,3.24,6,0,0,1,0,0,0,1
0,0,0,0,1,0,52,27.040001,46,21.16,0,0,0,1,0,0,0,1
0,0,0,0,1,0,21,4.4099998,6,.36000001,6,3,1,1,0,0,0,1
0,0,0,0,1,0,35,12.25,26,6.7600002,3,0,0,0,0,0,0,0
0,0,0,0,1,0,39,15.21,33,10.89,0,0,0,0,0,.30000001,0,1
1,.14210035,0,0,1,0,43,18.49,37,13.69,0,0,0,0,0,.30000001,0,1
0,0,0,0,1,0,27,7.29,10,1,6,5,0,0,0,.30000001,0,1
0,0,0,1,0,0,34,11.56,28,7.8400002,0,0,0,0,.0089999996,0,0,0
0,0,0,1,0,0,29,8.4099998,14,1.96,6,3,0,0,.012,0,.14,0
0,0,0,1,0,0,25,6.25,8,.63999999,6,5,0,0,0,0,.07,0
0,0,0,0,1,0,54,29.16,39,15.21,6,3,0,1,0,0,0,1
0,0,0,0,1,0,45,20.25,30,9,6,3,0,1,0,2,0,1
0,0,0,0,1,0,23,5.29,1,.0099999998,6,10,0,1,0,2,0,1
0,0,0,0,1,0,22,4.8400002,2,.039999999,6,8,0,1,0,2,0,1
0,0,0,0,1,0,41,16.809999,26,6.7600002,6,3,1,1,0,2,0,1
1,.25851071,0,0,1,0,47,22.09,30,9,6,5,0,1,0,2,0,1
0,0,0,0,1,0,60,36,48,23.040001,6,0,0,1,0,0,0,1
0,0,0,1,0,0,28,7.8400002,22,4.8400002,0,0,0,1,0,0,0,1
0,0,0,1,0,0,59,34.810001,53,28.09,0,0,0,1,0,0,0,1
1,.71746451,0,0,1,0,34,11.56,22,4.8400002,6,0,0,1,0,2,0,1
0,0,0,0,1,0,15,2.25,1,.0099999998,6,2,0,1,0,2,0,1
0,0,0,0,1,0,41,16.809999,26,6.7600002,6,3,1,1,0,1.5,0,0
0,0,0,0,1,0,20,4,5,.25,6,3,1,1,0,1.5,0,0
0,0,0,0,1,0,28,7.8400002,11,1.21,6,5,1,1,0,1.5,0,1
0,0,0,0,1,0,55,30.25,49,24.01,0,0,0,1,0,1.5,0,1
0,0,0,0,0,1,45,20.25,36,12.96,3,0,0,1,0,1.5,0,0
0,0,0,0,1,0,28,7.8400002,16,2.5599999,6,0,0,1,0,1.5,0,0
0,0,0,0,0,1,37,13.69,22,4.8400002,6,3,0,1,0,0,0,1
1,2.1091106,0,0,1,0,47,22.09,28,7.8400002,6,7,1,1,.88,1.5,0,0
1,1.069441,0,0,1,0,23,5.29,6,.36000001,6,5,0,1,.88,1.5,0,0
0,0,0,0,1,0,33,10.89,18,3.24,6,3,0,1,.88,1.5,0,0
1,.70699316,0,0,1,0,52,27.040001,32,10.24,6,8,0,1,0,0,0,1
1,.38818851,0,0,0,1,21,4.4099998,6,.36000001,6,3,1,1,0,2.5,0,0
0,0,0,0,0,1,62,38.439999,56,31.360001,0,0,0,1,0,2.5,0,0
0,0,0,0,1,0,44,19.360001,37,13.69,1,0,0,1,0,0,0,0
0,0,0,0,1,0,16,2.5599999,2,.039999999,6,2,0,1,0,0,0,0
0,0,0,1,0,0,23,5.29,6,.36000001,6,5,0,1,.043499999,2.5,.1,0
0,0,0,1,0,0,41,16.809999,29,8.4099998,6,0,0,1,.043499999,2.5,.1,0
0,0,0,1,0,0,31,9.6099997,19,3.6099999,6,0,0,1,0,2.5,0,1
1,.91606694,0,0,1,0,22,4.8400002,3,.090000004,6,7,1,1,0,0,0,1
1,1.7484719,0,0,0,1,32,10.24,13,1.6900001,6,7,0,1,0,2.5,0,1
0,0,0,0,0,1,32,10.24,26,6.7600002,0,0,0,1,0,2.5,0,1
0,0,0,0,1,0,18,3.24,1,.0099999998,6,5,0,1,0,0,0,0
0,0,0,0,1,0,50,25,33,10.89,6,5,0,1,0,0,0,0
1,2.2495413,0,0,1,0,45,20.25,30,9,6,3,1,1,0,0,0,0
0,0,0,0,1,0,43,18.49,26,6.7600002,6,5,0,1,0,0,0,0
1,.16271964,0,0,1,0,24,5.7600002,12,1.4400001,6,0,0,1,0,0,0,1
0,0,0,0,1,0,29,8.4099998,14,1.96,6,3,0,1,0,0,0,1
0,0,0,0,1,0,57,32.490002,51,26.01,0,0,0,1,.252,0,0,0
1,.74991822,0,0,1,0,23,5.29,14,1.96,3,0,0,1,0,2.5,0,1
0,0,0,0,1,0,46,21.16,40,16,0,0,0,1,0,2.5,0,1
1,.55576223,0,0,1,0,23,5.29,11,1.21,6,0,0,1,0,2.5,0,1
1,.13590838,0,0,1,0,17,2.8900001,2,.039999999,6,3,1,1,0,2.5,0,1
1,.60681736,0,0,1,0,23,5.29,8,.63999999,6,3,0,1,0,2.5,0,0
1,.68929362,0,0,1,0,54,29.16,48,23.040001,0,0,0,1,0,2.5,0,0
1,.46092811,0,0,1,0,20,4,8,.63999999,6,0,0,1,0,2.5,0,0
0,0,0,0,1,0,35,12.25,22,4.8400002,6,1,0,1,0,2.5,0,0
1,.47994339,0,0,1,0,38,14.44,29,8.4099998,3,0,0,1,0,0,0,1
1,.55576223,0,0,1,0,18,3.24,3,.090000004,6,3,1,1,0,0,0,1
0,0,0,0,1,0,52,27.040001,40,16,6,0,0,1,0,0,0,1
0,0,0,0,1,0,23,5.29,11,1.21,6,0,0,1,0,0,0,1
1,1.5758122,0,0,1,0,65,42.25,59,34.810001,0,0,0,1,0,0,0,1
1,.76625466,0,0,1,0,47,22.09,38,14.44,3,0,0,1,0,2.7,0,1
1,.40161154,0,0,1,0,22,4.8400002,10,1,6,0,0,1,0,2.7,0,1
1,.68929362,0,0,1,0,24,5.7600002,9,.81,6,3,1,1,0,2.7,0,1
1,.40161154,0,0,1,0,28,7.8400002,13,1.6900001,6,3,1,1,0,2.7,0,1
0,0,0,0,1,0,35,12.25,18,3.24,6,5,1,1,0,2.7,0,1
0,0,0,0,1,0,56,31.360001,50,25,0,0,0,1,0,2.7,0,1
1,1.4694521,0,0,1,0,33,10.89,14,1.96,6,7,0,1,0,2.7,0,1
1,.17846799,0,0,1,0,38,14.44,30,9,2,0,0,1,0,0,0,0
0,0,0,0,1,0,41,16.809999,35,12.25,0,0,0,1,0,0,0,0
1,-.21149294,0,0,1,0,18,3.24,3,.090000004,6,3,1,1,0,0,0,0
0,0,0,0,1,0,16,2.5599999,2,.039999999,6,2,0,1,0,0,0,0
0,0,0,0,1,0,49,24.01,43,18.49,0,0,0,1,0,0,0,0
0,0,0,0,1,0,28,7.8400002,17,2.8900001,5,0,0,1,0,0,0,0
0,0,0,0,1,0,22,4.8400002,9,.81,6,1,0,1,0,2.7,0,1
