paidwork,lwage,men,malay,chinese,indian,age,agesq,gexpr,gexprsq,yprim,ysec,fail,urban,unearn,househ,amtland,unearnx
1,1.3511883,1,0,1,0,37,13.69,22,4.8400002,6,3,1,1,0,0,0,1
0,0,1,0,1,0,58,33.639999,50,25,2,0,0,1,0,0,0,0
1,1.3824408,1,0,1,0,29,8.4099998,12,1.4400001,6,5,0,1,0,0,0,0
0,0,1,0,1,0,60,36,54,29.16,0,0,0,1,.456,0,0,0
0,0,1,0,1,0,30,9,16,2.5599999,6,2,0,1,.456,0,0,0
1,1.1229296,1,0,1,0,21,4.4099998,6,.36000001,6,3,1,1,.456,0,0,0
0,0,1,0,0,1,17,2.8900001,8,.63999999,3,0,0,1,0,.40000001,0,1
0,0,1,0,0,1,15,2.25,6,.36000001,3,0,0,1,0,.40000001,0,1
0,0,1,0,1,0,62,38.439999,52,27.040001,4,0,0,1,0,0,0,1
1,.82282501,1,0,1,0,24,5.7600002,2,.039999999,6,10,0,1,0,0,0,1
1,1.3416188,1,0,1,0,22,4.8400002,3,.090000004,6,7,0,1,0,0,0,1
0,0,1,0,1,0,16,2.5599999,1,.0099999998,6,3,0,1,0,0,0,1
1,.4886229,1,1,0,0,23,5.29,8,.63999999,6,3,1,1,0,.60000002,.2,0
0,0,1,1,0,0,16,2.5599999,1,.0099999998,6,3,0,1,0,.60000002,.2,0
1,.091456607,1,0,0,1,32,10.24,26,6.7600002,0,0,0,1,0,0,0,1
1,1.2630941,1,0,0,1,25,6.25,13,1.6900001,6,0,0,1,0,0,0,1
1,2.0502701,1,0,1,0,41,16.809999,24,5.7600002,6,5,0,1,.0099999998,.60000002,0,0
1,1.2489094,1,0,1,0,37,13.69,20,4,6,5,1,1,0,0,0,0
1,.50697207,1,0,0,1,43,18.49,31,9.6099997,6,0,0,1,0,0,0,1
1,1.8757811,1,0,1,0,39,15.21,22,4.8400002,6,5,0,1,0,0,0,1
1,.97697568,1,0,1,0,35,12.25,22,4.8400002,6,1,0,1,0,.40000001,0,1
0,0,1,1,0,0,64,40.959999,58,33.639999,0,0,0,1,0,0,.2,0
1,1.4059131,1,1,0,0,24,5.7600002,9,.81,6,3,0,1,0,0,.2,0
1,-.083896279,1,1,0,0,64,40.959999,58,33.639999,0,0,0,1,0,.34999999,0,1
1,-.76414007,1,1,0,0,19,3.6099999,4,.16,6,3,0,1,0,.34999999,0,1
1,1.0947587,1,1,0,0,26,6.7600002,11,1.21,6,3,0,1,.021500001,0,.1,0
1,1.116058,1,1,0,0,29,8.4099998,14,1.96,6,3,0,1,0,0,0,0
1,.45510024,1,0,0,1,37,13.69,29,8.4099998,2,0,0,1,0,.69999999,0,1
0,0,1,0,0,1,18,3.24,1,.0099999998,6,5,0,1,0,.69999999,0,1
1,.59071279,1,1,0,0,24,5.7600002,12,1.4400001,6,0,0,1,0,.69999999,0,0
1,.21236955,1,1,0,0,25,6.25,8,.63999999,6,5,0,1,0,.69999999,0,0
1,.21236955,1,1,0,0,23,5.29,11,1.21,6,0,0,1,0,.69999999,0,0
1,-.03182742,1,1,0,0,31,9.6099997,19,3.6099999,6,0,0,1,0,.69999999,0,0
1,.53514296,1,1,0,0,30,9,15,2.25,6,3,1,1,0,0,0,1
0,0,1,1,0,0,44,19.360001,36,12.96,2,0,0,1,0,0,0,1
0,0,1,0,1,0,44,19.360001,32,10.24,6,0,0,1,0,.69999999,0,0
1,.21125782,1,0,0,1,37,13.69,20,4,6,5,0,1,0,0,0,1
1,1.1748015,1,0,0,1,26,6.7600002,9,.81,6,5,0,1,0,0,0,1
1,1.5953993,1,1,0,0,41,16.809999,26,6.7600002,6,3,0,1,.014,.69999999,0,0
0,0,1,0,1,0,52,27.040001,40,16,6,0,0,1,0,0,0,0
1,.98289561,1,0,0,1,56,31.360001,48,23.040001,2,0,0,1,0,.69999999,0,1
0,0,1,0,0,1,19,3.6099999,8,.63999999,5,0,0,1,0,0,0,0
0,0,1,1,0,0,47,22.09,36,12.96,5,0,0,1,0,.69999999,0,0
1,.15741459,1,1,0,0,19,3.6099999,2,.039999999,6,5,0,1,0,.69999999,0,0
1,1.3583432,1,0,1,0,33,10.89,20,4,6,1,0,1,0,0,0,1
1,1.6701229,1,0,0,1,28,7.8400002,11,1.21,6,5,0,1,0,0,0,1
1,1.6018037,1,0,1,0,41,16.809999,26,6.7600002,6,3,1,1,0,0,0,1
1,2.0049703,1,0,1,0,31,9.6099997,12,1.4400001,6,7,1,1,0,.69999999,0,0
0,0,1,0,0,1,60,36,48,23.040001,6,0,0,1,0,0,0,1
1,.62866896,1,0,0,1,26,6.7600002,11,1.21,6,3,1,1,0,0,0,1
1,.62866896,1,0,0,1,24,5.7600002,9,.81,6,3,1,1,0,0,0,1
1,.88996428,1,0,0,1,36,12.96,19,3.6099999,6,5,1,1,0,.69999999,0,1
1,1.4469793,1,1,0,0,30,9,13,1.6900001,6,5,0,1,0,.69999999,0,1
0,0,1,0,1,0,35,12.25,18,3.24,6,5,1,1,0,.69999999,0,0
0,0,1,0,1,0,23,5.29,8,.63999999,6,3,1,1,0,.69999999,0,0
1,1.709125,1,0,0,1,31,9.6099997,16,2.5599999,6,3,1,1,0,0,0,1
1,.024317307,1,0,0,1,23,5.29,4,.16,6,7,1,1,0,0,0,1
1,.68092537,1,1,0,0,39,15.21,27,7.29,6,0,0,1,0,.69999999,0,1
0,0,1,1,0,0,45,20.25,33,10.89,6,0,0,1,0,.69999999,0,1
1,2.0672197,1,1,0,0,47,22.09,28,7.8400002,6,7,1,1,.41100001,0,.5,0
1,2.1725802,1,0,1,0,49,24.01,32,10.24,6,5,0,1,0,0,0,0
0,0,1,0,1,0,33,10.89,16,2.5599999,6,5,0,1,0,.60000002,0,1
0,0,1,0,1,0,31,9.6099997,19,3.6099999,6,0,0,1,0,0,0,1
0,0,1,0,1,0,38,14.44,26,6.7600002,6,0,0,1,0,0,0,1
1,1.4430654,1,1,0,0,38,14.44,23,5.29,6,3,0,1,0,0,0,1
0,0,1,0,1,0,29,8.4099998,17,2.8900001,6,0,0,1,.02,.60000002,0,0
1,1.6420541,1,0,1,0,42,17.639999,25,6.25,6,5,1,1,.204,0,0,0
0,0,1,0,1,0,44,19.360001,29,8.4099998,6,3,0,1,0,0,0,1
0,0,1,1,0,0,45,20.25,28,7.8400002,6,5,0,1,.60000002,.60000002,0,0
1,4.2082739,1,0,1,0,40,16,21,4.4099998,6,7,1,1,.36000001,.60000002,0,0
0,0,1,0,1,0,36,12.96,19,3.6099999,6,5,0,1,.36000001,.60000002,0,0
1,2.3695006,1,0,1,0,42,17.639999,25,6.25,6,5,0,1,0,.60000002,0,0
1,.098425277,1,0,1,0,21,4.4099998,4,.16,6,5,0,1,0,.60000002,0,1
0,0,1,0,1,0,39,15.21,27,7.29,6,0,0,1,0,.60000002,0,1
1,2.1933711,1,1,0,0,36,12.96,14,1.96,6,10,0,1,0,.60000002,0,1
1,1.1839899,1,0,0,1,40,16,25,6.25,6,3,1,1,0,0,0,1
1,2.5680645,1,1,0,0,39,15.21,20,4,6,7,0,1,0,.60000002,0,1
1,2.7041967,1,0,1,0,56,31.360001,39,15.21,6,5,0,1,1.4400001,0,.5,0
0,0,1,0,1,0,27,7.29,15,2.25,6,0,0,1,0,.40000001,0,0
1,1.4447447,1,0,1,0,27,7.29,12,1.4400001,6,3,1,1,0,.40000001,0,0
0,0,1,0,1,0,46,21.16,31,9.6099997,6,3,1,1,0,.40000001,0,1
0,0,1,0,1,0,37,13.69,20,4,6,5,0,1,0,.40000001,0,1
0,0,1,0,0,1,62,38.439999,53,28.09,3,0,0,0,.18000001,.30000001,.029999999,0
1,1.1592972,1,0,0,1,31,9.6099997,14,1.96,6,5,0,0,.18000001,.30000001,.029999999,0
1,1.7470839,1,0,0,1,28,7.8400002,8,.63999999,6,8,0,0,.18000001,.30000001,.029999999,0
1,1.0947587,1,0,0,1,25,6.25,6,.36000001,6,7,0,0,.18000001,.30000001,.029999999,0
1,-.12163661,1,0,0,1,20,4,3,.090000004,6,5,0,0,.18000001,.30000001,.029999999,0
0,0,1,0,1,0,29,8.4099998,14,1.96,6,3,1,0,0,.30000001,0,0
0,0,1,0,1,0,36,12.96,24,5.7600002,6,0,0,0,0,.30000001,0,1
1,.76933634,1,0,0,1,30,9,15,2.25,6,3,1,0,0,.30000001,0,1
0,0,1,0,1,0,46,21.16,37,13.69,3,0,0,0,0,.30000001,0,1
0,0,1,0,1,0,47,22.09,41,16.809999,0,0,0,0,0,0,0,1
0,0,1,0,1,0,36,12.96,16,2.5599999,6,8,0,0,0,0,0,0
1,.57151055,1,0,1,0,39,15.21,31,9.6099997,2,0,0,0,0,0,0,1
0,0,1,0,1,0,51,26.01,43,18.49,2,0,0,0,.89999998,.30000001,1.5,0
0,0,1,0,1,0,33,10.89,19,3.6099999,6,2,0,0,0,.30000001,0,1
0,0,1,0,1,0,34,11.56,22,4.8400002,6,0,0,0,0,0,.5,0
1,.78460377,1,1,0,0,31,9.6099997,14,1.96,6,5,0,0,.050000001,0,0,0
0,0,1,1,0,0,44,19.360001,29,8.4099998,6,3,0,0,0,.30000001,0,0
1,.84344429,1,1,0,0,25,6.25,8,.63999999,6,5,0,0,0,.30000001,.050000001,0
0,0,1,1,0,0,17,2.8900001,0,0,6,5,0,0,0,.30000001,.050000001,0
1,2.4520655,1,0,0,1,41,16.809999,21,4.4099998,6,8,0,0,.021500001,.30000001,0,0
1,2.7239993,1,0,1,0,28,7.8400002,11,1.21,6,5,0,0,0,.30000001,0,0
1,1.2871306,1,0,1,0,38,14.44,26,6.7600002,6,0,0,0,0,.30000001,0,0
0,0,1,1,0,0,22,4.8400002,5,.25,6,5,0,0,.0099999998,0,0,0
0,0,1,0,1,0,36,12.96,19,3.6099999,6,5,0,0,0,.30000001,0,1
1,.84344429,1,0,1,0,40,16,26,6.7600002,6,2,0,0,0,.30000001,0,1
1,1.3198053,1,0,1,0,46,21.16,29,8.4099998,6,5,0,0,0,.30000001,0,1
1,.24077187,1,0,0,1,43,18.49,28,7.8400002,6,3,1,0,0,0,0,1
1,1.1688666,1,0,1,0,38,14.44,21,4.4099998,6,5,1,0,0,.30000001,0,1
0,0,1,1,0,0,61,37.209999,50,25,5,0,0,0,0,.30000001,0,0
1,-.69700074,1,1,0,0,21,4.4099998,4,.16,6,5,1,0,0,.30000001,0,0
1,-.22699712,1,1,0,0,19,3.6099999,2,.039999999,6,5,1,0,0,.30000001,0,0
1,.77630496,1,1,0,0,22,4.8400002,15,2.25,1,0,0,0,0,0,0,1
0,0,1,1,0,0,15,2.25,9,.81,0,0,0,0,0,0,0,1
1,.35282138,1,1,0,0,35,12.25,22,4.8400002,6,1,0,0,0,0,.2,0
1,.80707663,1,0,0,1,28,7.8400002,17,2.8900001,5,0,0,0,0,0,0,0
0,0,1,0,0,1,43,18.49,31,9.6099997,6,0,0,0,0,0,0,1
1,.83807278,1,1,0,0,34,11.56,19,3.6099999,6,3,0,0,0,0,.050000001,0
1,1.2922425,1,0,0,1,26,6.7600002,9,.81,6,5,0,0,0,0,0,1
0,0,1,0,1,0,40,16,28,7.8400002,6,0,0,0,0,0,0,1
1,-1.1024659,1,0,1,0,16,2.5599999,2,.039999999,6,2,0,0,0,0,0,1
1,.80707663,1,0,0,1,19,3.6099999,4,.16,6,3,1,0,0,0,0,1
1,.58855206,1,1,0,0,47,22.09,35,12.25,6,0,0,0,0,0,1,0
1,-.29153565,1,1,0,0,18,3.24,6,.36000001,6,0,0,0,0,0,1,0
1,-.0038535693,1,1,0,0,23,5.29,11,1.21,6,0,0,0,0,0,1,0
1,-.0038535693,1,1,0,0,19,3.6099999,7,.49000001,6,0,0,0,0,0,1,0
1,.46133077,1,1,0,0,32,10.24,20,4,6,0,0,0,0,0,0,1
0,0,1,1,0,0,18,3.24,1,.0099999998,6,5,0,0,0,0,0,1
1,.89901412,1,0,0,1,27,7.29,15,2.25,6,0,0,0,0,0,0,1
1,.44813156,1,1,0,0,31,9.6099997,16,2.5599999,6,3,0,0,0,0,0,0
1,.74527287,1,0,0,1,32,10.24,17,2.8900001,6,3,0,0,.025,0,0,0
0,0,1,0,0,1,17,2.8900001,1,.0099999998,6,4,0,0,.025,0,0,0
1,.7261076,1,1,0,0,44,19.360001,33,10.89,5,0,0,0,0,0,0,1
1,.21928999,1,1,0,0,51,26.01,39,15.21,6,0,0,0,0,0,0,1
1,.024317307,1,0,0,1,26,6.7600002,11,1.21,6,3,1,0,0,0,.1,0
1,1.2560269,1,0,0,1,40,16,25,6.25,6,3,0,0,0,0,0,1
0,0,1,1,0,0,57,32.490002,51,26.01,0,0,0,0,0,.1,.1,0
0,0,1,1,0,0,17,2.8900001,0,0,6,5,0,0,0,.1,.1,0
0,0,1,1,0,0,57,32.490002,45,20.25,6,0,0,0,0,.1,.5,0
0,0,1,1,0,0,36,12.96,24,5.7600002,6,0,0,0,0,.050000001,0,0
0,0,1,1,0,0,20,4,5,.25,6,3,0,0,.0099999998,.050000001,0,0
0,0,1,1,0,0,18,3.24,1,.0099999998,6,5,0,0,.0099999998,.050000001,0,0
0,0,1,1,0,0,43,18.49,31,9.6099997,6,0,0,0,0,.050000001,1.1,0
0,0,1,1,0,0,20,4,3,.090000004,6,5,0,0,0,.050000001,1.1,0
1,.60862571,1,0,0,1,29,8.4099998,18,3.24,5,0,0,1,0,0,0,1
1,.87161517,1,1,0,0,30,9,15,2.25,6,3,0,1,0,0,0,0
1,.5977264,1,1,0,0,41,16.809999,26,6.7600002,6,3,0,1,0,0,0,0
1,.40161154,1,0,0,1,36,12.96,21,4.4099998,6,3,1,1,0,0,0,0
1,.43163255,1,0,0,1,31,9.6099997,16,2.5599999,6,3,1,1,0,0,0,0
1,.083157808,1,0,0,1,23,5.29,4,.16,6,7,0,1,0,0,0,0
1,-.66882986,1,0,0,1,64,40.959999,52,27.040001,6,0,0,1,0,.40000001,0,1
1,-.12983337,1,0,0,1,23,5.29,11,1.21,6,0,0,1,0,.40000001,0,1
1,.53514296,1,0,0,1,35,12.25,20,4,6,3,0,1,0,0,0,1
1,.94060802,1,0,1,0,36,12.96,28,7.8400002,2,0,0,1,0,.40000001,0,1
0,0,1,1,0,0,39,15.21,23,5.29,6,4,0,1,.001,0,0,0
1,1.0077473,1,0,0,1,33,10.89,21,4.4099998,6,0,0,1,0,.45833334,0,0
1,1.3179023,1,0,1,0,26,6.7600002,11,1.21,6,3,0,1,0,.45833334,0,0
1,1.1339794,1,0,1,0,25,6.25,13,1.6900001,6,0,0,1,0,.45833334,0,0
1,1.2770803,1,0,1,0,23,5.29,11,1.21,6,0,0,1,0,.45833334,0,0
0,0,1,0,1,0,35,12.25,18,3.24,6,5,0,1,0,0,1.6,0
1,2.2109926,1,0,0,1,48,23.040001,31,9.6099997,6,5,0,1,0,.45833334,0,1
1,1.3824408,1,0,1,0,55,30.25,49,24.01,0,0,0,1,0,.45833334,0,1
1,.6092509,1,0,1,0,23,5.29,8,.63999999,6,3,1,1,0,.45833334,0,1
1,-.27578729,1,1,0,0,42,17.639999,30,9,6,0,0,0,.0060000001,.079999998,1,0
0,0,1,1,0,0,19,3.6099999,2,.039999999,6,5,0,0,.0060000001,.079999998,1,0
0,0,1,1,0,0,17,2.8900001,0,0,6,5,0,0,.0060000001,.079999998,1,0
0,0,1,1,0,0,15,2.25,0,0,6,3,0,0,.0060000001,.079999998,1,0
0,0,1,1,0,0,32,10.24,20,4,6,0,0,0,0,.079999998,0,1
1,1.7189131,1,1,0,0,27,7.29,10,1,6,5,0,0,0,.079999998,.2,0
1,1.4434015,1,1,0,0,27,7.29,7,.49000001,6,8,0,0,0,.079999998,.02,0
0,0,1,1,0,0,27,7.29,7,.49000001,6,8,0,0,0,.079999998,.02,0
0,0,1,1,0,0,43,18.49,31,9.6099997,6,0,0,0,.0096000005,.079999998,1,0
0,0,1,1,0,0,17,2.8900001,1,.0099999998,6,4,0,0,.0096000005,.079999998,1,0
0,0,1,1,0,0,15,2.25,2,.039999999,6,1,0,0,.0096000005,.079999998,1,0
0,0,1,1,0,0,44,19.360001,32,10.24,6,0,0,0,.098999999,.079999998,1,0
0,0,1,1,0,0,23,5.29,9,.81,6,2,0,0,.098999999,.079999998,1,0
0,0,1,1,0,0,17,2.8900001,2,.039999999,6,3,1,0,.098999999,.079999998,1,0
0,0,1,1,0,0,47,22.09,35,12.25,6,0,0,0,0,.079999998,1,0
0,0,1,1,0,0,39,15.21,27,7.29,6,0,0,0,0,.079999998,0,0
0,0,1,1,0,0,41,16.809999,29,8.4099998,6,0,0,0,.0060000001,.079999998,1.1,0
1,-.85115141,1,1,0,0,15,2.25,2,.039999999,6,1,0,0,.0060000001,.079999998,1.1,0
0,0,1,1,0,0,40,16,28,7.8400002,6,0,0,0,.064999998,.079999998,1.2,0
0,0,1,1,0,0,15,2.25,1,.0099999998,6,2,0,0,.064999998,.079999998,1.2,0
1,.5149402,1,1,0,0,46,21.16,36,12.96,4,0,0,0,.0070000002,.079999998,.89999998,0
1,.63045311,1,1,0,0,46,21.16,34,11.56,6,0,0,0,0,.079999998,1,0
1,.59897095,1,1,0,0,22,4.8400002,7,.49000001,6,3,0,0,0,.079999998,1,0
0,0,1,1,0,0,43,18.49,31,9.6099997,6,0,0,0,0,.079999998,1,0
0,0,1,1,0,0,17,2.8900001,0,0,6,5,0,0,0,.079999998,1,0
0,0,1,1,0,0,15,2.25,1,.0099999998,6,2,0,0,0,.079999998,1,0
1,.53514296,1,1,0,0,39,15.21,27,7.29,6,0,0,0,0,.079999998,1.1,0
1,.53514296,1,1,0,0,50,25,38,14.44,6,0,0,0,0,.079999998,1,0
0,0,1,1,0,0,18,3.24,3,.090000004,6,3,0,0,0,.079999998,1,0
0,0,1,1,0,0,50,25,39,15.21,5,0,0,0,.32499999,.079999998,1,0
1,.24746086,1,1,0,0,26,6.7600002,14,1.96,6,0,0,0,.32499999,.079999998,1,0
1,.44417116,1,1,0,0,21,4.4099998,10,1,5,0,0,0,.32499999,.079999998,1,0
1,.065139301,1,1,0,0,18,3.24,3,.090000004,6,3,1,0,.32499999,.079999998,1,0
1,1.5647624,1,1,0,0,40,16,28,7.8400002,6,0,0,0,0,.079999998,1,0
0,0,1,1,0,0,53,28.09,41,16.809999,6,0,0,0,0,.079999998,1,0
0,0,1,1,0,0,24,5.7600002,10,1,6,2,0,0,0,.079999998,1,0
1,1.8679487,1,1,0,0,44,19.360001,32,10.24,6,0,0,0,0,.079999998,.89999998,0
0,0,1,1,0,0,38,14.44,26,6.7600002,6,0,0,0,.14,.079999998,1,0
1,.53514296,1,1,0,0,34,11.56,21,4.4099998,6,1,0,0,.0015,.079999998,1,0
0,0,1,1,0,0,16,2.5599999,1,.0099999998,6,3,1,0,.0015,.079999998,1,0
1,.40161154,1,1,0,0,40,16,28,7.8400002,6,0,0,0,0,.079999998,1,0
0,0,1,1,0,0,50,25,41,16.809999,3,0,0,0,0,.075000003,1,0
0,0,1,1,0,0,24,5.7600002,9,.81,6,3,0,0,0,.075000003,1,0
0,0,1,1,0,0,29,8.4099998,17,2.8900001,6,0,0,0,0,0,0,0
0,0,1,1,0,0,15,2.25,1,.0099999998,6,2,0,0,0,0,0,0
0,0,1,1,0,0,35,12.25,18,3.24,6,5,1,0,0,.075000003,1,0
1,-.0038535693,1,1,0,0,23,5.29,6,.36000001,6,5,1,0,0,.075000003,1,0
0,0,1,1,0,0,26,6.7600002,9,.81,6,5,0,0,0,.075000003,1,0
1,1.0459685,1,1,0,0,55,30.25,43,18.49,6,0,0,0,0,.075000003,1,0
0,0,1,1,0,0,15,2.25,1,.0099999998,6,2,0,0,0,.075000003,1,0
1,-.29153565,1,1,0,0,35,12.25,23,5.29,6,0,0,0,0,.18700001,1.1,0
1,1.9702275,1,1,0,0,35,12.25,20,4,6,3,0,0,0,.18700001,1,0
1,.50124139,1,1,0,0,36,12.96,24,5.7600002,6,0,0,0,0,.18700001,1,0
1,.68929362,1,1,0,0,28,7.8400002,13,1.6900001,6,3,0,0,0,.18700001,1,0
1,.21928999,1,1,0,0,25,6.25,10,1,6,3,0,0,0,.18700001,1,0
1,.60280156,1,1,0,0,27,7.29,10,1,6,5,0,0,0,.18700001,0,0
1,.54137349,1,1,0,0,41,16.809999,29,8.4099998,6,0,0,0,0,.18700001,1,0
1,1.2282901,1,1,0,0,31,9.6099997,19,3.6099999,6,0,0,0,0,.18700001,1,0
0,0,1,1,0,0,35,12.25,20,4,6,3,1,0,0,.024,2.0999999,0
0,0,1,1,0,0,34,11.56,27,7.29,1,0,0,0,0,.024,.1,0
0,0,1,1,0,0,31,9.6099997,19,3.6099999,6,0,0,0,.050000001,.024,1.1,0
0,0,1,1,0,0,34,11.56,24,5.7600002,4,0,0,0,0,.024,1,0
0,0,1,1,0,0,37,13.69,22,4.8400002,6,3,0,0,0,.024,0,0
0,0,1,1,0,0,29,8.4099998,14,1.96,6,3,0,0,0,.024,0,0
1,1.0947587,1,0,1,0,33,10.89,18,3.24,6,3,1,0,0,0,0,1
1,-.22699712,1,0,1,0,59,34.810001,47,22.09,6,0,0,0,0,0,0,1
1,1.0947587,1,0,1,0,32,10.24,23,5.29,3,0,0,0,0,0,0,1
0,0,1,0,1,0,53,28.09,41,16.809999,6,0,0,0,0,0,0,0
0,0,1,0,1,0,22,4.8400002,5,.25,6,5,1,0,0,0,0,0
1,-.0038535693,1,1,0,0,60,36,48,23.040001,6,0,0,0,0,.1,0,1
0,0,1,1,0,0,36,12.96,24,5.7600002,6,0,0,0,0,.1,0,1
1,2.3923874,1,1,0,0,34,11.56,14,1.96,6,8,0,0,.34999999,0,.30000001,0
1,.46615005,1,1,0,0,44,19.360001,32,10.24,6,0,0,0,0,.1,0,0
1,.75383216,1,1,0,0,26,6.7600002,11,1.21,6,3,0,0,0,.1,0,0
1,.10947511,1,1,0,0,21,4.4099998,6,.36000001,6,3,0,0,0,.1,0,0
0,0,1,1,0,0,27,7.29,10,1,6,5,1,0,0,.1,0,1
0,0,1,1,0,0,65,42.25,56,31.360001,3,0,0,0,0,.1,0,1
0,0,1,1,0,0,50,25,38,14.44,6,0,0,0,0,.1,0,1
0,0,1,1,0,0,16,2.5599999,1,.0099999998,6,3,0,0,0,.1,0,1
1,1.3211251,1,1,0,0,39,15.21,27,7.29,6,0,0,0,.14399999,0,.029999999,0
1,.99730337,1,1,0,0,30,9,13,1.6900001,6,5,0,0,0,0,0,1
1,1.2435379,1,1,0,0,37,13.69,21,4.4099998,6,4,0,0,0,0,0,1
1,.95499676,1,1,0,0,35,12.25,18,3.24,6,5,0,0,.083999999,0,0,0
1,1.4381514,1,1,0,0,34,11.56,19,3.6099999,6,3,0,0,0,0,0,0
1,1.2701116,1,1,0,0,33,10.89,16,2.5599999,6,5,0,0,0,0,.30000001,0
1,.92403632,1,1,0,0,28,7.8400002,11,1.21,6,5,0,0,0,0,0,1
1,1.0469681,1,1,0,0,29,8.4099998,12,1.4400001,6,5,0,0,.00039999999,0,0,0
1,1.3534533,1,1,0,0,27,7.29,10,1,6,5,0,0,0,0,0,1
1,1.3166894,1,1,0,0,27,7.29,10,1,6,5,0,0,0,0,0,1
1,1.1112881,1,1,0,0,28,7.8400002,11,1.21,6,5,0,0,0,0,0,1
1,1.1355807,1,1,0,0,27,7.29,10,1,6,5,0,0,0,0,0,1
1,1.992546,1,1,0,0,32,10.24,15,2.25,6,5,1,0,0,0,0,1
1,1.7879059,1,0,0,1,34,11.56,17,2.8900001,6,5,0,0,0,0,0,1
1,1.313448,1,1,0,0,50,25,38,14.44,6,0,0,0,.0060000001,0,.55000001,0
0,0,1,1,0,0,23,5.29,3,.090000004,6,8,0,0,.0060000001,0,.55000001,0
1,.82269478,1,0,1,0,29,8.4099998,12,1.4400001,6,5,0,0,0,0,0,0
1,1.433496,1,1,0,0,34,11.56,19,3.6099999,6,3,0,0,.02,0,1.3,0
1,1.2770803,1,0,0,1,35,12.25,18,3.24,6,5,0,0,0,0,0,1
0,0,1,1,0,0,49,24.01,37,13.69,6,0,0,0,0,0,0,1
1,.47270745,1,0,0,1,30,9,18,3.24,6,0,0,0,0,0,0,1
1,.90238684,1,0,1,0,39,15.21,31,9.6099997,2,0,0,0,0,0,0,1
0,0,1,0,1,0,50,25,42,17.639999,2,0,0,0,0,0,0,0
1,.91243714,1,0,0,1,23,5.29,8,.63999999,6,3,1,0,0,0,0,0
1,1.0947587,1,0,0,1,37,13.69,25,6.25,6,0,0,0,0,0,0,1
1,.17846799,1,1,0,0,24,5.7600002,7,.49000001,6,5,1,0,0,.26666668,0,1
0,0,1,1,0,0,60,36,52,27.040001,2,0,0,0,.000099999997,.26666668,1.2,0
1,.49432093,1,1,0,0,22,4.8400002,5,.25,6,5,0,0,.000099999997,.26666668,1.2,0
0,0,1,1,0,0,19,3.6099999,2,.039999999,6,5,0,0,.000099999997,.26666668,1.2,0
0,0,1,1,0,0,62,38.439999,53,28.09,3,0,0,0,0,.26666668,.2,0
0,0,1,1,0,0,49,24.01,37,13.69,6,0,0,0,0,.26666668,1.6,0
0,0,1,1,0,0,25,6.25,5,.25,6,8,0,0,0,.26666668,1.6,0
0,0,1,1,0,0,16,2.5599999,1,.0099999998,6,3,0,0,0,.26666668,1.6,0
1,.71746451,1,1,0,0,57,32.490002,51,26.01,0,0,0,0,0,.26666668,.30000001,0
0,0,1,1,0,0,17,2.8900001,2,.039999999,6,3,1,0,0,.26666668,.30000001,0
0,0,1,1,0,0,16,2.5599999,1,.0099999998,6,3,0,0,0,.26666668,.30000001,0
1,1.0776825,1,1,0,0,47,22.09,30,9,6,5,0,0,0,0,.40000001,0
1,.80707663,1,0,1,0,29,8.4099998,21,4.4099998,2,0,0,0,0,.34999999,.1,0
0,0,1,0,1,0,20,4,2,.039999999,6,6,0,0,0,.34999999,.1,0
0,0,1,0,1,0,65,42.25,53,28.09,6,0,0,0,0,.34999999,.1,0
1,-.15800425,1,1,0,0,25,6.25,15,2.25,4,0,0,0,0,.34999999,0,0
1,.85634768,1,0,1,0,38,14.44,21,4.4099998,6,5,0,0,0,.34999999,0,0
0,0,1,0,1,0,61,37.209999,53,28.09,2,0,0,0,0,.34999999,0,0
0,0,1,1,0,0,61,37.209999,50,25,5,0,0,0,.061999999,.34999999,.30000001,0
0,0,1,1,0,0,17,2.8900001,1,.0099999998,6,4,0,0,.061999999,.34999999,.30000001,0
0,0,1,1,0,0,22,4.8400002,5,.25,6,5,0,0,.061999999,.34999999,.30000001,0
0,0,1,0,1,0,37,13.69,20,4,6,5,0,1,0,.56666666,0,0
1,.80099761,1,1,0,0,46,21.16,34,11.56,6,0,0,1,0,.56666666,0,0
0,0,1,1,0,0,16,2.5599999,0,0,6,4,0,1,0,.56666666,0,0
1,-.51467919,1,0,1,0,33,10.89,18,3.24,6,3,1,1,0,.56666666,0,1
1,.87161517,1,0,1,0,55,30.25,43,18.49,6,0,0,1,0,.56666666,0,0
0,0,1,0,1,0,21,4.4099998,2,.039999999,6,7,1,1,0,.56666666,0,0
0,0,1,0,1,0,33,10.89,21,4.4099998,6,0,0,1,0,.56666666,0,0
0,0,1,0,1,0,62,38.439999,50,25,6,0,0,1,0,.56666666,0,0
0,0,1,0,1,0,30,9,18,3.24,6,0,0,1,0,.56666666,0,0
0,0,1,0,1,0,18,3.24,3,.090000004,6,3,0,1,0,.56666666,0,0
0,0,1,0,1,0,46,21.16,31,9.6099997,6,3,0,1,0,0,0,1
1,.36387122,1,1,0,0,26,6.7600002,11,1.21,6,3,1,1,0,.55000001,0,0
0,0,1,0,0,1,63,39.689999,51,26.01,6,0,0,1,0,.55000001,0,0
1,1.1275486,1,1,0,0,33,10.89,16,2.5599999,6,5,0,1,0,.55000001,0,0
